epoch,train_loss,val_loss,lr
1,0.771641403116779,0.8550506393657997,0.001
2,0.7682768225083411,0.8690938326762989,0.001
3,0.7640397196805541,0.8611125396564603,0.001
4,0.7584076349445233,0.845839005545713,0.001
5,0.7537727607064255,0.8556534034432843,0.001
6,0.7514007017149695,0.8593125254847109,0.001
7,0.7490112530150865,0.8548446190543473,0.001
8,0.7438770556865737,0.8465516996220686,0.001
9,0.7402412969225848,0.8522945721633732,0.001
10,0.7361550719772127,0.864276216190774,0.001
11,0.7320353671881722,0.8482846965780482,0.001
12,0.7290958270350595,0.8768359035020694,0.001
13,0.7261002877850439,0.8473395112669095,0.001
14,0.7236542132331562,0.8428379324323032,0.001
15,0.7204412013185685,0.850534843862988,0.001
16,0.7178733663130318,0.848801193467807,0.001
17,0.7143574568687909,0.8321129352843855,0.001
18,0.7123440343600053,0.8429273294750601,0.001
19,0.7098339612667377,0.8264753507100977,0.001
20,0.7073777728515789,0.8270509419380687,0.001
21,0.7055320600330937,0.8284130278334487,0.001
22,0.70353385744773,0.8231146275065839,0.001
23,0.7013131266789701,0.8296118683065288,0.001
24,0.6999706934357799,0.8239595141494647,0.001
25,0.6977677722469852,0.8096838728524745,0.001
26,0.6961739342626391,0.8089885571971536,0.001
27,0.6945221031447856,0.8128192331059836,0.001
28,0.6924082670953918,0.8122154741431586,0.001
29,0.6907887290596749,0.8027961392363068,0.001
30,0.6884766029650495,0.7983370494912378,0.001
31,0.6869847240836121,0.8180108013330027,0.001
32,0.6847534192482773,0.7924996402580291,0.001
33,0.6837841106548719,0.8078611194214318,0.001
34,0.6811084503671138,0.7832796005823184,0.001
35,0.6793971998427123,0.8016130912583321,0.001
36,0.6782781503068314,0.7887627034797333,0.001
37,0.6771569830467108,0.8062439535278827,0.001
38,0.675232873139953,0.8127516748500057,0.001
39,0.673776337520381,0.7756809187994804,0.001
40,0.6735366783329754,0.7797433896921575,0.001
